Cardiac output	Cardiovascular	Cardiac output = heart rate × stroke volume.	Falls with severe bradycardia, tachycardia or reduced stroke volume; compensation raises heart rate and systemic vascular resistance.	A normal blood pressure can coexist with reduced output if vasoconstriction is strong.	Use the equation to interpret shock, exercise and drug effects.
Luteal phase physiology	Reproductive	The corpus luteum secretes progesterone, converting endometrium to a secretory state and raising basal body temperature.	Without pregnancy, luteolysis lowers progesterone and menstruation follows.	FSH is not the dominant luteal hormone.	Interpret cycle timing and progesterone testing.
Menopause physiology	Reproductive	Loss of ovarian follicles lowers oestradiol/inhibin and removes negative feedback, raising FSH and LH.	FSH typically rises more prominently than LH.	An isolated normal FSH does not exclude perimenopause because secretion fluctuates.	Explain vasomotor symptoms and laboratory patterns.
Fetal haemoglobin physiology	Reproductive/Haematology	HbF binds 2,3-BPG less strongly than adult haemoglobin, shifting its oxygen curve left.	This supports placental oxygen transfer from maternal to fetal blood.	Higher affinity aids loading but reduces unloading; fetal circulation compensates with high output and haemoglobin concentration.	Explain maternal–fetal oxygen exchange.
Fetal circulation shunts	Reproductive/Cardiovascular	Ductus venosus bypasses much of the liver, foramen ovale directs IVC blood RA→LA, and ductus arteriosus directs pulmonary artery flow to aorta.	High pulmonary resistance and low placental resistance maintain the pattern before birth.	The umbilical vein is oxygenated; umbilical arteries are deoxygenated.	Trace fetal blood through all three shunts.
Transition at birth	Reproductive/Cardiovascular	Lung expansion lowers pulmonary resistance while cord clamping raises systemic resistance; left atrial pressure exceeds right and functionally closes the foramen ovale.	Increased oxygen and reduced prostaglandins promote ductus arteriosus constriction.	Anatomical closure follows functional closure and may be delayed.	Explain persistent fetal circulation and duct-dependent lesions.
Placental gas exchange	Reproductive/Respiratory	Maternal and fetal blood do not normally mix directly; gases diffuse across the placental barrier along partial-pressure gradients.	Double Bohr/Haldane effects aid transfer as maternal blood releases oxygen and fetal blood releases CO2.	Placental exchange depends on maternal and fetal perfusion as well as diffusion.	Interpret fetal compromise in placental insufficiency.
Oxytocin positive feedback	Reproductive	Cervical stretch increases oxytocin, strengthening uterine contraction and further stretch until delivery.	This is a classic positive-feedback loop.	Most endocrine axes use negative feedback; labour is an exception.	Explain progression of labour.
Lactation physiology	Reproductive	Prolactin drives milk synthesis; oxytocin causes myoepithelial contraction and milk ejection.	Suckling reduces dopamine and triggers oxytocin release.	Prolactin and oxytocin have different roles; one makes milk, the other releases it.	Interpret postpartum lactation failure and drug effects.
Oxygen content of arterial blood	Haematology/Respiratory	Arterial oxygen content depends mainly on haemoglobin concentration × saturation, with a small dissolved oxygen component.	Severe anaemia can cause low oxygen content despite normal PaO2 and saturation.	PaO2 measures dissolved oxygen tension, not total carriage.	Explain tissue hypoxia with normal pulse oximetry.
Oxygen delivery	Haematology/Cardiovascular	Oxygen delivery = cardiac output × arterial oxygen content.	Shock, anaemia and hypoxaemia can each reduce delivery through different terms.	Normal saturation does not compensate for critically low output or haemoglobin.	Integrate haemodynamics with gas carriage.
Carbon monoxide physiology	Haematology/Respiratory	CO binds haemoglobin with high affinity, reducing available sites and left-shifting remaining oxygen binding.	PaO2 may be normal and conventional pulse oximetry may appear reassuring.	The key abnormality is oxygen content and unloading, not dissolved oxygen pressure.	Recognise exposure despite normal PaO2.
Methaemoglobinaemia physiology	Haematology/Respiratory	Oxidised ferric haemoglobin cannot bind oxygen effectively and increases affinity of remaining ferrous sites.	Cyanosis and a saturation plateau near the mid-80s may occur despite oxygen.	PaO2 can remain normal because dissolved oxygen is unaffected.	Distinguish dyshemoglobinaemia from primary lung failure.
Platelet adhesion	Haematology	VWF bridges exposed subendothelial collagen to platelet GPIb, initiating adhesion.	Defects cause mucocutaneous bleeding and impaired primary haemostasis.	GPIIb/IIIa mediates aggregation, not initial adhesion.	Differentiate Bernard–Soulier, vWD and Glanzmann mechanisms.
Platelet aggregation	Haematology	Activated GPIIb/IIIa binds fibrinogen to link platelets.	Inhibition reduces arterial thrombosis but increases bleeding.	Aggregation is distinct from VWF–GPIb adhesion.	Localise platelet receptor disorders.
Extrinsic coagulation pathway	Haematology	Tissue factor with factor VII initiates coagulation and is assessed mainly by PT/INR.	Warfarin prolongs PT early because factor VII has a short half-life.	PT is not a direct platelet-function test.	Interpret isolated prolonged PT.
Intrinsic coagulation pathway	Haematology	Factors XII, XI, IX and VIII feed into factor X activation and are assessed mainly by aPTT.	Haemophilia A/B typically prolong aPTT with normal PT.	Factor XII deficiency can prolong aPTT without clinical bleeding.	Interpret mixing studies and pathway defects.
Vitamin K-dependent factors	Haematology	Factors II, VII, IX and X plus proteins C and S require vitamin-K-dependent gamma-carboxylation.	Warfarin initially reduces protein C rapidly, creating transient procoagulant risk.	Factor V is not vitamin K dependent.	Explain bridging and reversal physiology.
DIC physiology	Haematology	Systemic coagulation activation consumes platelets and factors while secondary fibrinolysis produces fibrin-degradation products.	Thrombosis and bleeding can coexist with prolonged clotting times, low fibrinogen and high D-dimer.	A high D-dimer alone is nonspecific.	Integrate consumption and microvascular thrombosis.
Bilirubin metabolism	Gastrointestinal/Hepatic	Haem breakdown produces unconjugated bilirubin carried on albumin to liver, where it is conjugated and excreted in bile.	Haemolysis raises unconjugated bilirubin; obstruction raises conjugated bilirubin and urine bilirubin.	Unconjugated bilirubin is not water-soluble and is absent from urine.	Differentiate prehepatic, hepatic and obstructive patterns.
Iron absorption physiology	Gastrointestinal/Haematology	Iron is absorbed mainly in duodenum; hepcidin degrades ferroportin and reduces intestinal absorption and macrophage iron release.	Inflammation raises hepcidin, causing low serum iron with preserved/high ferritin.	Ferritin is an acute-phase reactant and may mask deficiency.	Differentiate iron deficiency from anaemia of inflammation.
Vitamin B12 absorption	Gastrointestinal/Haematology	B12 binds intrinsic factor and is absorbed in terminal ileum; body stores are large.	Pernicious anaemia, gastrectomy or ileal disease causes deficiency and neurological dysfunction.	Folate can correct anaemia while neurological B12 injury progresses.	Trace the absorption pathway and avoid folate-only treatment.
Gastric acid secretion	Gastrointestinal	Parietal-cell acid secretion is stimulated by histamine H2, acetylcholine M3 and gastrin CCK-B signalling.	PPIs block the final H/K-ATPase step; H2 blockers reduce histamine signalling.	Somatostatin and prostaglandins inhibit secretion and support mucosal defence.	Explain ulcer drugs and rebound physiology.
Pancreatic bicarbonate secretion	Gastrointestinal	Secretin stimulates ductal bicarbonate-rich fluid to neutralise gastric acid in the duodenum.	Acid entering the duodenum is the principal secretin stimulus.	CCK mainly stimulates enzyme-rich acinar secretion and gallbladder contraction.	Distinguish secretin from CCK actions.
Bile salt enterohepatic circulation	Gastrointestinal/Hepatic	Bile salts emulsify fat and are reabsorbed mainly in terminal ileum for return to liver.	Ileal disease can cause bile-acid diarrhoea and, with extensive loss, fat malabsorption.	Bile salts are not digestive enzymes.	Link ileal resection to diarrhoea and deficiency.
Osmotic diarrhoea	Gastrointestinal	Poorly absorbed solute retains water in the lumen; stool volume falls with fasting and stool osmotic gap is high.	Lactose intolerance and osmotic laxatives are examples.	Secretory diarrhoea persists despite fasting and has a lower osmotic gap.	Use fasting response and osmotic gap to classify diarrhoea.
Secretory diarrhoea	Gastrointestinal	Active electrolyte secretion or impaired absorption drives water loss independent of intake.	It persists during fasting and typically has a low stool osmotic gap.	Large-volume watery diarrhoea is not automatically secretory without context.	Differentiate toxin/hormone-mediated secretion from malabsorption.
Portal-hypertension ascites	Gastrointestinal/Hepatic	Portal hydrostatic pressure, splanchnic vasodilation and renal sodium retention promote ascites.	Reduced effective arterial volume activates RAAS, sympathetic tone and ADH despite total-body fluid excess.	Low albumin contributes but does not alone explain portal-hypertensive physiology.	Explain oedema with avid renal sodium retention.
Starling forces and oedema	General physiology	Capillary hydrostatic pressure favours filtration while plasma oncotic pressure favours reabsorption; lymphatics return excess interstitial fluid.	Heart failure, hypoalbuminaemia, permeability injury and lymphatic obstruction produce oedema by different mechanisms.	Modern microvascular physiology emphasises the endothelial glycocalyx and lymphatic return rather than sustained venous-end reabsorption.	Classify oedema mechanism from the clinical setting.
Hepatic encephalopathy physiology	Gastrointestinal/Hepatic	Impaired hepatic detoxification and portosystemic shunting allow ammonia and other neurotoxins to alter astrocyte and neurotransmitter function.	Precipitants include bleeding, infection, constipation, electrolyte disturbance and sedatives.	Serum ammonia supports but does not reliably grade clinical severity.	Identify reversible precipitants rather than treating a number alone.
Cerebral perfusion pressure	Neurophysiology	CPP = mean arterial pressure − intracranial pressure.	A rise in ICP or fall in MAP reduces cerebral perfusion and risks ischaemia.	Maintaining blood pressure without controlling extreme ICP may still leave CPP inadequate.	Interpret head injury and raised-ICP physiology.
Cerebral autoregulation	Neurophysiology	Cerebral arterioles normally adjust resistance to stabilise flow across a range of perfusion pressures.	Severe hypertension, hypotension, traumatic injury or stroke can exceed or disrupt autoregulation.	Chronic hypertension shifts the autoregulatory curve rightward.	Explain harm from overly rapid blood-pressure reduction.
Cushing response	Neurophysiology	Severe raised ICP reduces CPP, provoking sympathetic hypertension; baroreflex bradycardia and abnormal respiration follow.	The triad is a late sign of intracranial decompensation.	It is not a reassuring compensatory state.	Recognise impending herniation.
CSF circulation	Neurophysiology	CSF flows lateral ventricles → foramina of Monro → third ventricle → aqueduct → fourth ventricle → foramina of Luschka/Magendie → subarachnoid space → arachnoid granulations.	Aqueduct obstruction causes non-communicating hydrocephalus with enlarged lateral and third ventricles.	Communicating hydrocephalus occurs distal to ventricular outlets or through impaired absorption.	Localise obstruction from ventricular enlargement.
TACS/TACI syndrome	Stroke physiology	Total anterior circulation syndrome requires all three: contralateral motor/sensory deficit affecting at least two of face/arm/leg, homonymous visual-field defect, and higher cortical dysfunction.	Usually reflects a large anterior-circulation infarct and carries high risk of oedema and disability.	If only two components are present, classify as PACS rather than TACS.	Apply the Oxford/Bamford clinical classification.
PACS/PACI syndrome	Stroke physiology	Partial anterior circulation syndrome has two of the three TACS components, or isolated higher cortical dysfunction, or a restricted motor/sensory deficit beyond a classic lacunar pattern.	Often reflects a smaller cortical anterior-circulation infarct.	Pure motor or pure sensory syndromes without cortical signs are usually lacunar.	Separate partial cortical from lacunar stroke.
LACS/LACI syndrome	Stroke physiology	Lacunar syndrome is a classic small-vessel pattern without cortical dysfunction or visual-field loss: pure motor, pure sensory, sensorimotor, ataxic hemiparesis or dysarthria–clumsy hand.	Typically reflects a small deep perforator infarct.	Aphasia, neglect or homonymous hemianopia argues against LACS.	Recognise deep small-vessel stroke from negative cortical signs.
POCS/POCI syndrome	Stroke physiology	Posterior circulation syndrome includes brainstem/cerebellar signs, isolated homonymous visual-field loss, or bilateral motor/sensory deficits compatible with vertebrobasilar disease.	May present with diplopia, dysarthria, dysphagia, ataxia or crossed findings.	Dizziness alone is nonspecific and does not establish POCS.	Apply posterior-circulation localisation.
Middle cerebral artery superior division	Stroke physiology	Superior-division MCA infarction affects lateral frontal cortex, producing contralateral face/arm weakness and, in the dominant hemisphere, Broca aphasia.	Leg weakness is usually less prominent than face/arm weakness.	Receptive aphasia points more toward inferior division.	Localise cortical deficit and arterial division.
Middle cerebral artery inferior division	Stroke physiology	Inferior-division MCA infarction affects lateral temporal/parietal cortex, causing Wernicke aphasia in the dominant hemisphere or neglect in the non-dominant hemisphere.	Motor weakness may be relatively mild compared with cortical deficits.	Fluent speech does not mean language is intact.	Distinguish receptive language/neglect syndromes from motor-predominant stroke.
Middle cerebral artery stem occlusion	Stroke physiology	Proximal MCA occlusion combines cortical dysfunction with dense contralateral face/arm-predominant weakness, sensory loss and visual-field deficit.	Gaze may deviate toward the injured hemisphere acutely.	A pure motor syndrome without cortical signs suggests a deep lacune rather than full MCA stem occlusion.	Recognise a large-vessel thrombectomy phenotype.
Anterior cerebral artery infarction	Stroke physiology	ACA supplies medial frontal/parietal cortex; infarction causes contralateral leg-predominant weakness/sensory loss, abulia and sometimes urinary incontinence.	Grasp reflex or behavioural change may occur.	Face/arm-predominant deficits are more typical of MCA territory.	Use somatotopic distribution to localise the artery.
Posterior cerebral artery infarction	Stroke physiology	PCA supplies occipital cortex and inferomedial temporal structures; infarction classically causes contralateral homonymous hemianopia.	Dominant-side lesions may cause alexia without agraphia; thalamic involvement can cause sensory syndromes.	Macular sparing may occur but is not obligatory.	Link visual and memory findings to posterior circulation.
Dominant hemisphere physiology	Stroke physiology	The dominant hemisphere, usually left, supports language and learned symbolic functions.	Injury can cause aphasia, apraxia and right–left disorientation.	Dysarthria is a motor-speech problem and is not equivalent to aphasia.	Distinguish language-network dysfunction from articulation weakness.
Non-dominant hemisphere physiology	Stroke physiology	The non-dominant hemisphere is important for spatial attention and global visuospatial processing.	Injury can cause contralateral neglect, anosognosia and constructional difficulty.	A patient may have intact primary sensation but ignore one side.	Recognise neglect rather than simple sensory loss.
Pure motor lacunar syndrome	Stroke physiology	A small infarct in posterior limb internal capsule, basis pontis or corona radiata can affect corticospinal/corticobulbar fibres.	Produces contralateral face, arm and leg weakness without cortical signs.	No aphasia, neglect or visual-field defect should be present.	Localise a deep perforator lesion.
Pure sensory lacunar syndrome	Stroke physiology	A small thalamic infarct, classically ventral posterolateral/medial nuclei, causes contralateral hemisensory loss.	Motor function and cortical processing are relatively preserved.	Cortical sensory deficits such as extinction suggest cortical disease instead.	Recognise a thalamic lacune.
Sensorimotor lacunar syndrome	Stroke physiology	A deep infarct affecting adjacent sensory and motor pathways causes contralateral weakness plus sensory loss without cortical signs.	Internal capsule/thalamocapsular regions are typical.	Homonymous hemianopia or aphasia should trigger reconsideration.	Distinguish deep combined deficit from large cortical stroke.
Ataxic hemiparesis	Stroke physiology	A lacune affecting corticospinal and corticopontocerebellar pathways causes ipsilateral-to-weakness limb ataxia with pyramidal weakness.	Common sites include pons or internal capsule.	The ataxia is disproportionate but accompanies weakness on the same body side.	Recognise a classic lacunar syndrome.
Dysarthria–clumsy hand syndrome	Stroke physiology	A small pontine or internal-capsule lacune causes dysarthria, facial weakness and impaired fine hand movement.	There is no aphasia or major sensory deficit.	Do not mistake slurred speech alone for a cortical language deficit.	Localise a small deep motor pathway lesion.
Lateral medullary (PICA) syndrome	Stroke physiology	PICA/vertebral territory injury affects nucleus ambiguus, vestibular nuclei, spinothalamic tract, sympathetic fibres and inferior cerebellar connections.	Dysphagia/hoarseness, ipsilateral facial pain-temperature loss, contralateral body pain-temperature loss, Horner syndrome and ataxia occur.	Prominent limb weakness is usually not the defining feature because corticospinal tract may be spared.	Recognise crossed brainstem signs.
Lateral pontine (AICA) syndrome	Stroke physiology	AICA territory injury affects lateral pons and may involve facial nucleus, vestibulocochlear structures and middle cerebellar peduncle.	Facial paralysis, reduced lacrimation/salivation, hearing loss, vertigo and ataxia favour AICA.	Hearing loss and facial weakness distinguish it from classic PICA syndrome.	Use cranial-nerve pattern to localise arterial territory.
Basilar artery occlusion	Stroke physiology	Basilar occlusion can damage ventral pons and corticospinal/corticobulbar pathways bilaterally.	Locked-in syndrome produces quadriplegia and anarthria with preserved consciousness and vertical eye movements.	Coma implies reticular activating-system involvement; classic locked-in patients are awake.	Recognise a time-critical posterior large-vessel occlusion.
Crossed brainstem signs	Stroke physiology	Brainstem lesions can affect an ipsilateral cranial nerve nucleus/fascicle and a contralateral long tract before or after decussation.	Ipsilateral facial/ocular deficit with contralateral limb deficit localises to brainstem.	Cortical strokes generally produce face and body deficits on the same contralateral side.	Use crossing anatomy to localise lesions.
Watershed infarction	Stroke physiology	Border-zone regions between major arterial territories are vulnerable to global hypoperfusion or severe proximal stenosis.	Bilateral ACA–MCA watershed injury can cause proximal arm weakness (“man-in-the-barrel”).	The pattern reflects perfusion failure rather than one distal branch occlusion.	Connect hypotension with border-zone deficits.
Internal capsule vascular supply	Stroke physiology	The posterior limb is supplied mainly by lenticulostriate branches of MCA and anterior choroidal artery; compact fibres make small lesions clinically dense.	A lacune may affect face, arm and leg together.	Equal dense deficits do not require a large cortical infarct.	Explain disproportionate severity from a small deep lesion.
Anterior choroidal artery syndrome	Stroke physiology	Anterior choroidal infarction can produce the triad of contralateral hemiplegia, hemisensory loss and homonymous hemianopia.	It affects posterior internal capsule, optic tract/radiations and adjacent structures.	The complete triad is not always present.	Recognise a compact deep arterial territory.
Thalamic sensory physiology	Stroke physiology	Thalamic relay injury can produce contralateral sensory loss followed by dysaesthesia or central post-stroke pain.	Motor strength may be preserved unless adjacent capsule is involved.	Cortical neglect/extinction is not the same as primary thalamic sensory loss.	Localise pure sensory stroke and delayed pain syndrome.
Cerebellar lesion physiology	Neurophysiology	Cerebellar hemisphere lesions cause ipsilateral limb ataxia because cerebellar output pathways effectively cross twice.	Dysmetria, intention tremor and dysdiadochokinesia occur without primary weakness.	Sensory ataxia worsens markedly with eye closure; cerebellar ataxia persists.	Differentiate cerebellar from sensory ataxia.
Corticospinal tract decussation	Neurophysiology	Most corticospinal fibres cross in the caudal medullary pyramids.	Lesions above the decussation cause contralateral weakness; spinal lesions below it cause ipsilateral weakness.	Cranial motor patterns depend on corticobulbar projections and are not uniformly bilateral.	Localise brain versus spinal cord lesions.
Dorsal-column pathway	Neurophysiology	Fine touch, vibration and proprioception ascend ipsilaterally in spinal cord and cross in the medulla.	A hemicord lesion causes ipsilateral loss below the lesion.	This contrasts with spinothalamic fibres crossing near entry level.	Use sensory modality and side to localise spinal disease.
Spinothalamic pathway	Neurophysiology	Pain and temperature fibres synapse and cross within one to two spinal segments through the anterior white commissure.	A unilateral cord lesion causes contralateral loss beginning slightly below the lesion.	Central cord lesions can cause bilateral segmental pain-temperature loss.	Recognise Brown–Séquard and syringomyelia patterns.
Upper versus lower motor neuron physiology	Neurophysiology	UMN lesions remove descending inhibition, causing spasticity, hyperreflexia and extensor plantar response; LMN lesions cause denervation weakness, wasting, fasciculation and reduced reflexes.	Acute UMN lesions may initially be flaccid.	Tone and reflexes evolve, so timing matters.	Distinguish central from peripheral motor lesions.
Neuromuscular junction safety factor	Neurophysiology	End-plate potentials normally exceed threshold by a safety margin; reduced acetylcholine receptors or impaired release makes transmission fail with activity.	Myasthenia causes fatigable weakness; presynaptic facilitation can occur in Lambert–Eaton syndrome.	Sensation remains normal because the lesion is motor transmission.	Explain fatigability and repetitive-stimulation patterns.
Muscle spindle and stretch reflex	Neurophysiology	Muscle spindles sense length/stretch through Ia afferents and drive monosynaptic alpha-motor-neuron activation.	Loss of descending inhibition exaggerates reflexes in UMN lesions.	Golgi tendon organs sense tension through Ib afferents and are distinct.	Interpret tendon reflexes and tone.
